HeavyAtomMolWt,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,Chi0,Chi1,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,TPSA,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,FractionCSP3,refractive_index,state,E_T(30),E_T^N,coor_0_atomic_No.,coor_1_atomic_No.,coor_2_atomic_No.,coor_3_atomic_No.,max_delta_X_coor_0,max_delta_X_coor_1,max_delta_X_coor_2,max_delta_X_coor_3,min_delta_X_coor_0,min_delta_X_coor_1,min_delta_X_coor_2,min_delta_X_coor_3,sum_delta_X_coor_0,sum_delta_X_coor_1,sum_delta_X_coor_2,sum_delta_X_coor_3,max_bond_order_coor_0,max_bond_order_coor_1,max_bond_order_coor_2,max_bond_order_coor_3,min_bond_order_coor_0,min_bond_order_coor_1,min_bond_order_coor_2,min_bond_order_coor_3,sum_bond_order_coor_0,sum_bond_order_coor_1,sum_bond_order_coor_2,sum_bond_order_coor_3,kappa1,kappa2,kappa3,phi,Exp. emission energy
699.501,0,0.523809524,1.0,1.5,1.502075569,27.48203423,20.65787031,-4.731688312,21.94088881,7.001779392,2.198009184,244.3909913,30.89,42,0,5,0,3,3,4,4,8,5,0,6,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.055555556,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,26.11,9.08,3.095,3.658,2.594142259
581.387,0,0.75,1.65625,2.65625,1.656948491,20.60371905,15.88701336,-3.761688312,15.95376483,5.000409148,1.453304271,185.4543331,43.78,32,0,6,0,3,3,3,3,6,6,0,7,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,19.22,6.604,2.118,2.493,2.672413793
861.537,0,0.519230769,0.923076923,1.288461538,1.439439959,36.70601334,24.29573409,-4.571688312,32.10771023,9.313602359,3.618099791,298.9051294,47.44,52,0,6,1,3,4,2,4,6,6,0,13,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.282051282,1.4448,1.0,40.7,0.309,7,7,7,7,0.49,0.49,0.49,0.49,0.0,0.0,0.49,0.49,0.49,0.49,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,36.348,11.347,4.668,5.751,2.689804772
631.328,0,0.787878788,1.454545455,2.212121212,1.802142566,23.22540387,15.62779364,-2.841688312,20.74319975,6.388285526,2.375059283,186.4921605,33.92,33,0,4,0,2,2,2,2,4,4,0,11,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.136363636,1.4448,1.0,40.7,0.309,8,6,7,7,0.89,0.0,0.49,0.49,0.89,0.0,0.49,0.49,0.89,0.0,0.98,0.98,1.0,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1,3,3,3,23.402,7.748,2.999,4.015,2.084033613
687.49,0,0.682926829,1.512195122,2.390243902,1.410537238,27.19757718,20.06855391,-4.471688312,22.24414148,7.232375934,2.417688446,240.4181521,30.89,41,0,5,0,3,3,4,3,7,5,0,6,1,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.085714286,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,26.24,9.273,3.265,3.924,2.755555556
735.924,0,0.619047619,1.214285714,1.833333333,1.576982307,29.98239871,19.56368328,-3.011688312,27.79937448,8.768583019,4.032994268,251.6822003,11.8,42,0,2,0,2,2,3,2,5,2,0,7,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.257142857,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,30.643,10.25,4.974,5.804,2.322097378
506.741,0,1.0,1.541666667,2.041666667,1.962318505,16.47432702,11.6580504,-2.031688312,14.32307212,4.746824338,1.555198172,146.1673079,38.1,24,0,4,0,2,2,1,2,3,4,0,6,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.055555556,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,16.194,5.75,2.074,2.833,2.577962578
503.424,0,0.652173913,1.173913043,1.695652174,1.88624599,15.01829709,11.42068686,-1.611688312,12.7677927,4.265490822,1.315612775,145.2691976,11.8,23,0,2,0,2,2,0,4,4,4,0,5,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0.0,1.4072,1.0,37.4,0.207,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,14.199,5.011,1.607,2.368,2.130584192
521.328,0,0.814814815,1.592592593,2.481481481,1.724197206,17.7503479,13.29769696,-2.781688312,14.29765276,4.544943944,1.439416361,159.7109734,30.84,27,0,5,0,4,4,2,1,3,5,0,6,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047619048,1.4906,2.0,37.9,0.222,6,6,6,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.0,1.5,1.5,1.5,1.0,1.5,3,3,2,3,16.76,5.785,1.934,2.407,2.805429864
757.56,0,0.595744681,1.255319149,2.021276596,1.376501243,32.03444047,22.55364658,-4.531688312,27.56879981,8.876567073,3.468564822,279.3131643,25.96,47,0,4,0,3,3,4,3,7,4,0,5,1,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.4448,1.0,40.7,0.309,8,6,7,7,0.89,0.0,0.49,0.49,0.89,0.0,0.49,0.49,0.89,0.0,0.98,0.98,1.0,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1,3,3,3,31.713,11.005,4.479,5.207,2.242314647
830.589,0,0.632653061,1.204081633,1.836734694,1.470287909,34.78336361,23.10706459,-4.181688312,32.04795006,10.65840078,4.617781983,288.8439166,11.8,49,0,2,0,2,2,3,3,6,3,0,9,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.2,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,3.0,1.5,1.5,1.5,3.0,1.5,1.5,1.5,3,3,3,3,36.0,12.804,5.742,6.971,2.098138748
523.367,0,0.714285714,1.285714286,1.892857143,1.76995423,18.7169677,13.78766026,-3.011688312,15.98940299,5.741616155,1.976531291,168.0825228,11.8,28,0,2,0,2,2,2,2,4,2,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.04,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,3.0,1.5,1.5,1.5,3.0,1.5,1.5,3,3,3,3,18.744,7.301,2.778,3.279,2.431372549
769.441,0,0.545454545,0.977272727,1.409090909,1.455948549,29.96552637,21.08539066,-4.711688312,24.70084197,7.318677698,2.459765893,246.4248885,73.22,44,0,8,1,3,4,2,4,6,8,0,15,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.103448276,1.4448,1.0,40.7,0.309,7,7,7,7,0.49,0.49,0.49,0.49,0.0,0.0,0.49,0.49,0.49,0.49,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,28.963,9.364,3.393,4.109,2.743362832
674.964,0,0.702702703,1.324324324,2.0,1.554252539,25.90504844,17.45851157,-2.321688312,23.77019422,7.624832589,3.334283467,230.4610152,11.8,37,0,2,0,2,2,2,3,5,3,0,5,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.25,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,25.934,8.748,3.923,4.899,2.108843537
783.574,0,0.551020408,0.979591837,1.408163265,0.988650248,32.49262411,23.63540792,-2.711688312,28.92754349,9.385189519,3.965593292,295.8732674,30.26,49,0,4,8,3,11,3,0,3,4,0,5,2,8,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,1.4448,1.0,40.7,0.309,8,8,7,7,0.89,0.89,0.49,0.49,0.89,0.89,0.49,0.49,0.89,0.89,0.98,0.98,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,3,3,31.36,10.603,4.575,5.541,1.965134707
649.323,0,0.676470588,1.117647059,1.529411765,1.397592465,23.62059139,16.06044663,-3.011688312,20.36915113,6.154553589,2.516726305,192.4861453,31.42,34,0,6,0,5,5,2,0,2,6,0,13,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238,1.4305,1.0,43.2,0.386,6,6,8,8,0.49,0.49,0.89,0.89,0.49,0.49,0.89,0.89,0.98,0.98,0.89,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,23.141,7.528,3.305,3.687,2.857142857
687.486,0,0.585365854,1.024390244,1.43902439,1.411264881,28.05131281,19.54360988,-2.971688312,24.61074586,7.695845232,3.10168987,247.2230319,30.26,41,0,4,2,3,5,2,2,4,4,0,5,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.388888889,1.4969,1.0,33.9,0.099,8,8,7,7,0.89,0.89,0.49,0.49,0.89,0.89,0.49,0.49,0.89,0.89,0.98,0.98,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.5,1,1,3,3,27.322,9.048,3.757,4.62,2.032786885
761.552,0,0.553191489,1.212765957,1.957446809,1.318667289,30.75805511,23.15787031,-5.451688312,24.73895775,8.088502098,2.623501368,272.835671,35.82,47,0,6,0,3,3,5,4,9,6,0,7,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,29.564,10.542,3.613,4.258,2.5
564.775,0,0.785714286,1.214285714,1.607142857,1.911782699,19.95530097,13.24594326,-2.041688312,18.01657281,5.740002993,2.077835948,169.4728629,18.28,28,0,4,0,2,2,1,2,3,4,0,8,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,19.934,6.75,2.641,3.693,2.737306843
445.27,0,1.047619048,1.904761905,2.714285714,2.090058164,14.6125197,10.09899076,-1.731688312,12.96778811,4.379543357,1.769727655,128.158821,26.43,21,0,3,0,2,2,1,1,2,3,0,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.176470588,1.406,1.5,36.5,0.179,6,8,8,7,0.0,0.89,0.89,0.49,0.0,0.89,0.89,0.49,0.0,0.89,0.89,0.98,1.5,1.0,2.0,1.5,1.5,1.0,2.0,1.5,3,1,2,3,14.583,5.274,2.222,2.705,2.556701031
649.366,0,0.628571429,1.142857143,1.628571429,1.63960899,24.58721119,16.60415684,-3.431688312,22.05892997,7.285067364,3.180415576,199.4406773,11.8,35,0,2,0,2,2,2,2,4,2,0,9,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.076923077,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,3.0,1.5,1.5,1.5,3.0,1.5,1.5,3,3,3,3,25.288,9.04,4.113,4.591,2.561983471
583.379,0,0.78125,1.6875,2.6875,1.656948491,20.60371905,15.88701336,-3.761688312,15.95376483,5.000409148,1.453304271,184.8610769,51.99,32,0,6,0,3,3,3,3,6,6,0,7,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,19.22,6.604,2.118,2.493,2.412451362
639.446,0,0.810810811,1.621621622,2.486486486,1.542606667,24.84420602,17.90286868,-3.561688312,20.49069652,6.282236889,2.142470971,218.8396576,26.54,37,0,5,0,4,4,3,2,5,5,0,6,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.161290323,1.4448,1.0,40.7,0.309,6,6,6,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.0,1.5,1.5,1.5,1.0,1.5,3,3,2,3,23.68,7.84,2.796,3.479,2.398452611
541.329,0,0.678571429,1.214285714,1.785714286,1.799114656,18.88010441,13.71518061,-2.911688312,16.08009173,5.552795196,1.847332855,163.8909742,21.03,28,0,3,0,2,2,2,2,4,3,0,6,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,8,7,7,0.0,0.89,0.49,0.49,0.0,0.89,0.49,0.49,0.0,0.89,0.98,0.98,1.5,1.0,1.5,1.5,1.5,1.0,1.5,1.5,3,1,3,3,18.744,7.017,2.576,3.189,2.632696391
672.418,0,0.789473684,1.605263158,2.447368421,1.612790252,25.71444951,18.31355228,-3.901688312,21.07731085,6.381981316,2.116799076,217.8576641,30.89,38,0,5,0,3,3,3,3,6,5,0,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.103448276,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,24.585,8.088,2.903,3.54,2.183098592
822.544,0,0.56,1.1,1.74,1.488175242,35.49047039,23.60706459,-4.661688312,32.53750362,10.91725726,4.643919524,291.2035533,11.8,50,0,2,0,2,2,4,2,6,2,0,8,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,3.0,1.5,1.5,1.5,3.0,1.5,1.5,1.5,3,3,3,3,36.95,13.338,6.031,7.104,2.380038388
511.313,0,0.692307692,1.192307692,1.730769231,1.501520727,16.88010441,12.8501032,-2.591688312,13.59089883,4.382622888,1.414049625,154.7630487,31.42,26,0,6,0,5,5,2,0,2,6,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,1.4084,1.0,37.69,0.21595,8,8,6,6,0.89,0.89,0.49,0.49,0.89,0.89,0.49,0.49,0.89,0.89,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,2,15.869,5.536,1.97,2.291,2.713347921
