HeavyAtomMolWt,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,Chi0,Chi1,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,TPSA,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,FractionCSP3,refractive_index,state,E_T(30),E_T^N,coor_0_atomic_No.,coor_1_atomic_No.,coor_2_atomic_No.,coor_3_atomic_No.,max_delta_X_coor_0,max_delta_X_coor_1,max_delta_X_coor_2,max_delta_X_coor_3,min_delta_X_coor_0,min_delta_X_coor_1,min_delta_X_coor_2,min_delta_X_coor_3,sum_delta_X_coor_0,sum_delta_X_coor_1,sum_delta_X_coor_2,sum_delta_X_coor_3,max_bond_order_coor_0,max_bond_order_coor_1,max_bond_order_coor_2,max_bond_order_coor_3,min_bond_order_coor_0,min_bond_order_coor_1,min_bond_order_coor_2,min_bond_order_coor_3,sum_bond_order_coor_0,sum_bond_order_coor_1,sum_bond_order_coor_2,sum_bond_order_coor_3,kappa1,kappa2,kappa3,phi,Exp. emission energy
606.346,0,0.625,1.25,2.03125,1.732147569,22.19794165,15.46406817,-3.361688312,19.33312466,6.569470398,2.228653704,182.5452577,11.8,32,0,2,0,2,2,2,2,4,2,0,8,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,3.0,1.5,1.5,1.5,3.0,1.5,1.5,1.5,3,3,3,3,22.463,8.294,3.084,3.969,2.214285714
666.919,0,0.605263158,1.184210526,1.868421053,1.567203281,26.61215522,17.95851157,-2.801688312,24.25338312,7.871285503,3.360745796,232.820652,11.8,38,0,2,0,2,2,3,2,5,2,0,4,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.235294118,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,26.871,9.25,4.194,5.024,2.339622642
546.809,0,0.571428571,1.071428571,1.607142857,1.711661478,18.45745468,13.78184164,-2.541688312,15.38904705,5.082868962,1.620101951,169.5256854,11.8,28,0,2,0,2,2,3,2,5,2,0,4,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,17.657,6.259,2.182,2.794,2.094594595
597.451,0,0.71875,1.625,2.625,1.656948491,20.60371905,15.88701336,-3.271688312,16.37400911,5.198735041,1.52452446,190.5190093,25.96,32,0,4,0,3,3,3,3,6,5,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,19.22,6.604,2.118,2.66,2.287822878
726.974,0,0.604651163,1.302325581,2.069767442,1.343993662,29.18322303,21.11350542,-2.801688312,27.7261526,10.67464817,3.948854293,263.6395314,11.8,43,0,2,1,2,3,3,2,5,2,0,4,10,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.333333333,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,30.341,12.223,4.667,6.883,2.202486679
731.499,0,0.545454545,1.022727273,1.5,1.478474864,28.89624779,21.73387991,-5.131688312,23.33957226,7.679815297,2.390278479,254.6180817,49.35,44,0,7,0,3,3,4,4,8,7,0,8,2,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.055555556,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,27.9,10.021,3.393,4.074,2.780269058
546.809,0,0.607142857,1.25,2.035714286,1.670352812,18.45745468,13.74816814,-2.541688312,15.38904705,5.082868962,1.698680778,169.5256854,11.8,28,0,2,0,2,2,3,2,5,2,0,4,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,17.657,6.259,2.285,2.794,2.344045369
533.339,0,0.75,1.5,2.357142857,1.80234829,18.62059139,13.70838056,-2.911688312,15.06225118,4.732712829,1.451712606,165.3272,35.19,28,0,5,0,3,3,2,2,4,5,0,6,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.090909091,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,17.657,6.034,2.041,2.546,2.88372093
637.45,0,0.567567568,1.405405405,2.378378378,1.547187373,23.87973993,18.3701766,-4.271688312,18.92151479,6.161778213,1.923841107,215.5603106,25.96,37,0,4,0,3,3,4,3,7,4,0,5,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,22.662,8.053,2.663,3.151,1.962025316
559.361,0,0.733333333,1.2,1.633333333,1.727189689,20.36107836,14.54658452,-2.791688312,16.94673705,5.27139407,1.629757682,177.5003047,56.67,30,0,7,0,3,3,2,2,4,7,0,8,2,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,19.468,6.531,2.204,2.978,2.599580713
799.04,0,0.551020408,1.204081633,1.979591837,1.231767893,33.16635069,24.07983191,-3.581688312,31.4032622,12.32708764,4.698850824,298.6966256,11.8,49,0,2,1,2,3,4,2,6,2,0,4,11,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0.288888889,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,34.748,14.336,5.656,7.9,2.222222222
450.721,0,0.75,1.5,2.45,2.044284137,13.31962648,9.815515147,-1.501688312,11.18985685,3.57544091,1.082734002,124.1623563,11.8,20,0,2,0,2,2,1,2,3,2,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,12.535,4.263,1.433,2.0,2.194690265
581.383,0,0.6875,1.59375,2.59375,1.656948491,20.60371905,15.88701336,-3.691688312,16.01369531,5.02854215,1.463364797,185.6729753,39.1,32,0,5,0,3,3,3,3,6,5,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,19.22,6.604,2.118,2.517,2.489959839
719.531,0,0.522727273,1.045454545,1.681818182,1.508454239,30.97396254,20.67565505,-3.551688312,27.95861881,8.790605622,3.779042085,265.9904718,21.03,44,0,3,0,3,3,3,2,5,3,0,4,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.3,1.4448,1.0,40.7,0.309,6,8,7,7,0.0,0.89,0.49,0.49,0.0,0.89,0.49,0.49,0.0,0.89,0.98,0.98,1.5,1.0,1.5,1.5,1.5,1.0,1.5,1.5,3,1,3,3,31.279,10.499,4.78,5.586,2.393822394
615.42,0,0.657142857,1.228571429,1.857142857,1.673715584,24.58721119,16.61095689,-2.841688312,22.61148724,7.576645928,3.332537104,212.1937398,27.01,35,0,4,0,3,3,3,0,3,4,0,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,1.4906,2.0,37.9,0.222,6,8,6,8,0.0,0.89,0.49,0.89,0.0,0.89,0.49,0.89,0.0,0.89,0.98,0.89,1.5,1.0,1.0,2.0,1.5,1.0,1.0,2.0,3,1,2,2,25.288,9.04,4.113,4.895,2.689804772
507.715,0,0.739130435,1.217391304,1.695652174,2.096327532,15.93035694,11.06440271,-1.711688312,13.70229664,4.220789034,1.373494467,136.6589625,11.8,23,0,2,0,2,2,1,2,3,2,0,7,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,15.27,5.011,1.698,2.515,2.398452611
583.422,0,0.575757576,1.272727273,2.121212121,1.599352496,21.82985188,16.3601399,-3.791688312,18.74866035,7.106381508,2.607095284,196.7746749,11.8,33,0,2,0,2,2,3,2,5,2,0,3,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,3.0,1.5,1.5,1.5,3.0,1.5,1.5,1.5,3,3,3,3,22.217,9.141,3.556,4.037,2.077051926
511.356,0,0.592592593,1.185185185,1.814814815,1.758717086,17.84672421,13.39381341,-3.011688312,15.08578772,5.491505909,1.900883282,161.7175806,11.8,27,0,2,0,2,2,2,2,4,2,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,3.0,1.5,1.5,1.5,3.0,1.5,1.5,3,3,3,3,17.824,7.053,2.593,3.069,2.5
666.919,0,0.657894737,1.263157895,1.973684211,1.593450688,26.61215522,17.97534832,-2.801688312,24.25338312,7.871285503,3.295298462,232.820652,11.8,38,0,2,0,2,2,3,2,5,2,0,4,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.235294118,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,26.871,9.25,4.114,5.024,1.996779388
637.417,0,0.583333333,1.083333333,1.638888889,1.613655805,24.01793261,17.68150711,-3.951688312,20.26173413,7.052307128,2.387701904,209.2543033,21.03,36,0,3,0,2,2,4,2,6,3,0,6,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,8,7,7,0.0,0.89,0.49,0.49,0.0,0.89,0.49,0.49,0.0,0.89,0.98,0.98,1.5,1.0,1.5,1.5,1.5,1.0,1.5,1.5,3,1,3,3,23.851,9.013,3.332,3.969,2.032786885
735.53,0,0.511111111,0.888888889,1.266666667,0.962749952,29.12238062,22.03023621,-2.711688312,25.38695857,8.406128778,3.332597841,270.413499,30.26,45,0,4,8,3,11,3,0,3,4,0,5,2,8,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.4448,1.0,40.7,0.309,8,8,7,7,0.89,0.89,0.49,0.49,0.89,0.89,0.49,0.49,0.89,0.89,0.98,0.98,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,3,3,27.781,9.612,3.904,4.742,1.962025316
588.731,0,0.714285714,1.142857143,1.535714286,1.821374563,20.06011345,13.02585858,-1.921688312,18.12880395,5.360885935,2.215707197,161.885453,11.8,28,0,2,0,2,2,1,2,3,2,0,10,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111111111,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,19.934,6.259,2.778,3.471,2.393822394
653.453,0,0.684210526,1.526315789,2.473684211,1.46824294,24.58684671,18.85333985,-4.541688312,19.55376689,6.470417194,2.011284564,220.5114273,43.78,38,0,6,0,3,3,4,3,7,6,0,7,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.406,1.5,36.5,0.179,6,6,7,7,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,23.55,8.525,2.903,3.329,2.583333333
789.627,0,0.625,1.291666667,2.0625,1.332127398,32.74154725,23.03680983,-4.181688312,28.7968967,9.491995039,3.722100682,290.4649101,24.27,48,0,4,0,4,4,4,2,6,5,0,6,1,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.4448,1.0,40.7,0.309,8,6,7,7,0.89,0.0,0.49,0.49,0.89,0.0,0.49,0.49,0.89,0.0,0.98,0.98,1.0,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1,3,3,3,32.635,11.499,4.789,5.695,2.352941176
649.465,0,0.473684211,1.131578947,1.947368421,1.55522768,24.32733369,18.88701336,-4.471688312,18.72367462,5.821305441,1.672973103,219.9351473,26.59,38,0,5,0,3,3,4,4,8,5,0,6,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.98,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,3,3,22.579,7.683,2.417,2.868,2.525458248
614.391,0,0.741935484,1.419354839,2.193548387,1.717750056,21.49083487,14.96406817,-2.881688312,18.85289977,6.316323566,2.203490605,180.1856209,11.8,31,0,2,0,2,2,1,3,4,3,0,9,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,1.4448,1.0,40.7,0.309,6,6,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,3.0,1.5,1.5,1.5,3.0,1.5,1.5,1.5,3,3,3,3,21.528,7.765,2.84,3.841,2.012987013
512.739,0,0.833333333,1.291666667,1.75,2.036448559,16.80060043,11.42457605,-1.641688312,14.68039252,4.498838696,1.541153498,145.2233113,11.8,24,0,2,0,2,2,1,2,3,2,0,6,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111111111,1.4448,1.0,40.7,0.309,6,17,7,7,0.0,0.0,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.0,0.98,0.98,1.5,0.0,1.5,1.5,1.5,0.0,1.5,1.5,3,0,3,3,16.194,5.261,1.961,2.752,2.666666667
